Site,StationCode,DateSampled,ActivityType,ComponentShort,ComponentLong,Result,Remark,Units,MDL,PQL,MRL,Dilution,DateReceived,DateAnalyzed,TestComments,AnalysisMethod,Lab ID,Lab Accreditation Authority,Laboratory,RQ#,EnteredBy,EnteredOn,CheckedBy,CheckedOn
PELLICER CREEK,gtmpcnut 2.7,1/22/2019 0:30,Sample,W-NO2-F,Nitrite-N,0.003,I,mg N/L,0.002,0.005,,,1/23/2019 10:15,1/23/2019 20:03,,EPA 353.2 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-01-14-08,Shannon Dunnigan,2/13/2019,,
PELLICER CREEK,gtmpcnut 2.7,1/22/2019 0:30,Sample,W-NO3-F,Nitrate-N,0.27,,mg N/L,0.004,0.01,,,1/23/2019 10:15,1/23/2019 20:03,,EPA 353.2 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-01-14-08,Shannon Dunnigan,2/13/2019,,
PELLICER CREEK,gtmpcnut 2.7,1/22/2019 0:30,Sample,W-NO2NO3-F,NO2NO3-N,0.27,,mg N/L,0.004,0.01,,,1/23/2019 10:15,1/24/2019 11:12,,EPA 353.2 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-01-14-08,Shannon Dunnigan,2/13/2019,,
PELLICER CREEK,gtmpcnut 2.7,1/22/2019 0:30,Sample,FCOLI-MF,Fecal Coliforms-Membrane Filter,46,BQ,cfu/100 mL,2,2,,,1/23/2019 10:15,1/24/2019 13:15,,SM 9222 D,E31780,NELAP,FloridaDEP,RQ-2019-01-14-08,Shannon Dunnigan,2/13/2019,,
PELLICER CREEK,gtmpcnut 2.7,1/22/2019 0:30,Sample,W-DOC,Organic Carbon,15,,mg C/L,1,2,,,1/23/2019 10:15,1/25/2019 0:10,,SM 5310 B-00,E31780,NELAP,FloridaDEP,RQ-2019-01-14-08,Shannon Dunnigan,2/13/2019,,
PELLICER CREEK,gtmpcnut 2.7,1/22/2019 0:30,Sample,W-TSS,TSS,12,,mg/L,3,10,,,1/23/2019 10:15,1/25/2019 14:17,,SM 2540 D-97,E31780,NELAP,FloridaDEP,RQ-2019-01-14-08,Shannon Dunnigan,2/13/2019,,
PELLICER CREEK,gtmpcnut 2.7,1/22/2019 0:30,Sample,W-TKN,Kjeldahl Nitrogen,0.55,,mg N/L,0.16,0.4,,,1/23/2019 10:15,1/28/2019 13:14,,EPA 351.2 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-01-14-08,Shannon Dunnigan,2/13/2019,,
PELLICER CREEK,gtmpcnut 2.7,1/22/2019 0:30,Sample,W-NH3-F,Ammonia-N,0.021,,mg N/L,0.002,0.005,,,1/23/2019 10:15,1/28/2019 13:49,,EPA 350.1 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-01-14-08,Shannon Dunnigan,2/13/2019,,
PELLICER CREEK,gtmpcnut 2.7,1/22/2019 0:30,Sample,W-S-A-TP,Total-P,0.06,,mg P/L,0.004,0.01,,,1/23/2019 10:15,1/28/2019 16:49,,EPA 365.1 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-01-14-08,Shannon Dunnigan,2/13/2019,,
PELLICER CREEK,gtmpcnut 2.8,1/22/2019 3:00,Sample,W-PO4-F,O-Phosphate-P,0.032,,mg P/L,0.004,0.01,,,1/23/2019 10:15,1/23/2019 11:59,,EPA 365.1 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-01-14-08,Shannon Dunnigan,2/13/2019,,
PELLICER CREEK,gtmpcnut 2.8,1/22/2019 3:00,Sample,W-NO2-F,Nitrite-N,0.005,I,mg N/L,0.002,0.005,,,1/23/2019 10:15,1/23/2019 20:05,,EPA 353.2 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-01-14-08,Shannon Dunnigan,2/13/2019,,
PELLICER CREEK,gtmpcnut 2.8,1/22/2019 3:00,Sample,W-NO3-F,Nitrate-N,0.021,,mg N/L,0.004,0.01,,,1/23/2019 10:15,1/23/2019 20:05,,EPA 353.2 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-01-14-08,Shannon Dunnigan,2/13/2019,,
PELLICER CREEK,gtmpcnut 2.8,1/22/2019 3:00,Sample,W-NO2NO3-F,NO2NO3-N,0.026,,mg N/L,0.004,0.01,,,1/23/2019 10:15,1/24/2019 11:18,,EPA 353.2 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-01-14-08,Shannon Dunnigan,2/13/2019,,
PELLICER CREEK,gtmpcnut 2.8,1/22/2019 3:00,Sample,FCOLI-MF,Fecal Coliforms-Membrane Filter,70,Q,cfu/100 mL,2,2,,,1/23/2019 10:15,1/24/2019 13:15,,SM 9222 D,E31780,NELAP,FloridaDEP,RQ-2019-01-14-08,Shannon Dunnigan,2/13/2019,,
PELLICER CREEK,gtmpcnut 2.8,1/22/2019 3:00,Sample,W-DOC,Organic Carbon,20,,mg C/L,1,2,,,1/23/2019 10:15,1/25/2019 0:34,,SM 5310 B-00,E31780,NELAP,FloridaDEP,RQ-2019-01-14-08,Shannon Dunnigan,2/13/2019,,
PELLICER CREEK,gtmpcnut 2.8,1/22/2019 3:00,Sample,W-TSS,TSS,8,I,mg/L,3,10,,,1/23/2019 10:15,1/25/2019 14:17,,SM 2540 D-97,E31780,NELAP,FloridaDEP,RQ-2019-01-14-08,Shannon Dunnigan,2/13/2019,,
PELLICER CREEK,gtmpcnut 2.8,1/22/2019 3:00,Sample,W-TKN,Kjeldahl Nitrogen,0.67,,mg N/L,0.16,0.4,,,1/23/2019 10:15,1/28/2019 13:18,,EPA 351.2 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-01-14-08,Shannon Dunnigan,2/13/2019,,
PELLICER CREEK,gtmpcnut 2.8,1/22/2019 3:00,Sample,W-NH3-F,Ammonia-N,0.028,,mg N/L,0.002,0.005,,,1/23/2019 10:15,1/28/2019 13:51,,EPA 350.1 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-01-14-08,Shannon Dunnigan,2/13/2019,,
PELLICER CREEK,gtmpcnut 2.8,1/22/2019 3:00,Sample,W-S-A-TP,Total-P,0.063,,mg P/L,0.004,0.01,,,1/23/2019 10:15,1/28/2019 16:52,,EPA 365.1 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-01-14-08,Shannon Dunnigan,2/13/2019,,
PELLICER CREEK,gtmpcnut 2.9,1/22/2019 5:30,Sample,W-PO4-F,O-Phosphate-P,0.035,,mg P/L,0.004,0.01,,,1/23/2019 10:15,1/23/2019 12:00,,EPA 365.1 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-01-14-08,Shannon Dunnigan,2/13/2019,,
PELLICER CREEK,gtmpcnut 2.9,1/22/2019 5:30,Sample,W-NO2-F,Nitrite-N,0.006,,mg N/L,0.002,0.005,,,1/23/2019 10:15,1/23/2019 20:06,,EPA 353.2 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-01-14-08,Shannon Dunnigan,2/13/2019,,
PELLICER CREEK,gtmpcnut 2.9,1/22/2019 5:30,Sample,W-NO3-F,Nitrate-N,0.27,,mg N/L,0.004,0.01,,,1/23/2019 10:15,1/23/2019 20:06,,EPA 353.2 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-01-14-08,Shannon Dunnigan,2/13/2019,,
PELLICER CREEK,gtmpcnut 2.9,1/22/2019 5:30,Sample,W-NO2NO3-F,NO2NO3-N,0.28,,mg N/L,0.004,0.01,,,1/23/2019 10:15,1/24/2019 11:19,,EPA 353.2 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-01-14-08,Shannon Dunnigan,2/13/2019,,
PELLICER CREEK,gtmpcnut 2.9,1/22/2019 5:30,Sample,FCOLI-MF,Fecal Coliforms-Membrane Filter,120,Q,cfu/100 mL,2,2,,,1/23/2019 10:15,1/24/2019 13:15,,SM 9222 D,E31780,NELAP,FloridaDEP,RQ-2019-01-14-08,Shannon Dunnigan,2/13/2019,,
PELLICER CREEK,gtmpcnut 2.9,1/22/2019 5:30,Sample,W-DOC,Organic Carbon,23,,mg C/L,0.5,1,,,1/23/2019 10:15,1/24/2019 17:36,,SM 5310 B-00,E31780,NELAP,FloridaDEP,RQ-2019-01-14-08,Shannon Dunnigan,2/13/2019,,
PELLICER CREEK,gtmpcnut 2.9,1/22/2019 5:30,Sample,W-TSS,TSS,6,I,mg/L,2,10,,,1/23/2019 10:15,1/25/2019 14:17,Batch relative percent difference is unavailable because of low analyte concentration in the QC sample.,SM 2540 D-97,E31780,NELAP,FloridaDEP,RQ-2019-01-14-08,Shannon Dunnigan,2/13/2019,,
PELLICER CREEK,gtmpcnut 2.9,1/22/2019 5:30,Sample,W-TKN,Kjeldahl Nitrogen,0.66,,mg N/L,0.16,0.4,,,1/23/2019 10:15,1/28/2019 13:20,,EPA 351.2 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-01-14-08,Shannon Dunnigan,2/13/2019,,
PELLICER CREEK,gtmpcnut 2.9,1/22/2019 5:30,Sample,W-NH3-F,Ammonia-N,0.03,,mg N/L,0.002,0.005,,,1/23/2019 10:15,1/28/2019 13:52,,EPA 350.1 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-01-14-08,Shannon Dunnigan,2/13/2019,,
PELLICER CREEK,gtmpcnut 2.9,1/22/2019 5:30,Sample,W-S-A-TP,Total-P,0.065,,mg P/L,0.004,0.01,,,1/23/2019 10:15,1/28/2019 17:00,,EPA 365.1 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-01-14-08,Shannon Dunnigan,2/13/2019,,
PELLICER CREEK,gtmpcnut1.1,1/22/2019 11:55,Sample,W-PO4-F,O-Phosphate-P,0.022,,mg P/L,0.004,0.01,,,1/23/2019 10:15,1/23/2019 12:12,,EPA 365.1 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-01-14-08,Shannon Dunnigan,2/13/2019,,
PELLICER CREEK,gtmpcnut1.1,1/22/2019 11:55,Sample,W-NO2-F,Nitrite-N,0.002,U,mg N/L,0.002,0.005,,,1/23/2019 10:15,1/23/2019 20:32,,EPA 353.2 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-01-14-08,Shannon Dunnigan,2/13/2019,,
PELLICER CREEK,gtmpcnut1.1,1/22/2019 11:55,Sample,W-NO3-F,Nitrate-N,0.009,I,mg N/L,0.004,0.01,,,1/23/2019 10:15,1/23/2019 20:32,,EPA 353.2 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-01-14-08,Shannon Dunnigan,2/13/2019,,
PELLICER CREEK,gtmpcnut1.1,1/22/2019 11:55,Sample,W-NO2NO3-F,NO2NO3-N,0.009,I,mg N/L,0.004,0.01,,,1/23/2019 10:15,1/24/2019 10:57,,EPA 353.2 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-01-14-08,Shannon Dunnigan,2/13/2019,,
PELLICER CREEK,gtmpcnut1.1,1/22/2019 11:55,Sample,ECOLI-18QT,Escherichia Coli-Quanti-Tray,86,Q,MPN/100 mL,10,10,,,1/23/2019 10:15,1/24/2019 11:30,,SM 9223 Quanti-Tray,E31780,NELAP,FloridaDEP,RQ-2019-01-14-08,Shannon Dunnigan,2/13/2019,,
PELLICER CREEK,gtmpcnut1.1,1/22/2019 11:55,Sample,FCOLI-MF,Fecal Coliforms-Membrane Filter,31,BQ,cfu/100 mL,2,2,,,1/23/2019 10:15,1/24/2019 13:15,,SM 9222 D,E31780,NELAP,FloridaDEP,RQ-2019-01-14-08,Shannon Dunnigan,2/13/2019,,
PELLICER CREEK,gtmpcnut1.1,1/22/2019 11:55,Sample,W-E8321-MS,"2,4-D",0.002,U,ug/L,0.002,0.008,,,1/23/2019 10:15,1/24/2019 18:18,,EPA 8321B,E31780,NELAP,FloridaDEP,RQ-2019-01-14-08,Shannon Dunnigan,2/13/2019,,
PELLICER CREEK,gtmpcnut1.1,1/22/2019 11:55,Sample,W-E8321-MS,Acetaminophen,0.008,U,ug/L,0.008,0.032,,,1/23/2019 10:15,1/24/2019 18:18,,EPA 8321B,E31780,NELAP,FloridaDEP,RQ-2019-01-14-08,Shannon Dunnigan,2/13/2019,,
PELLICER CREEK,gtmpcnut1.1,1/22/2019 11:55,Sample,W-E8321-MS,Bentazon,0.0026,I,ug/L,8.00E-04,0.0032,,,1/23/2019 10:15,1/24/2019 18:18,,EPA 8321B,E31780,NELAP,FloridaDEP,RQ-2019-01-14-08,Shannon Dunnigan,2/13/2019,,
PELLICER CREEK,gtmpcnut1.1,1/22/2019 11:55,Sample,W-E8321-MS,Carbamazepine,8.00E-04,U,ug/L,8.00E-04,0.0032,,,1/23/2019 10:15,1/24/2019 18:18,,EPA 8321B,E31780,NELAP,FloridaDEP,RQ-2019-01-14-08,Shannon Dunnigan,2/13/2019,,
PELLICER CREEK,gtmpcnut1.1,1/22/2019 11:55,Sample,W-E8321-MS,Diuron,0.002,U,ug/L,0.002,0.008,,,1/23/2019 10:15,1/24/2019 18:18,,EPA 8321B,E31780,NELAP,FloridaDEP,RQ-2019-01-14-08,Shannon Dunnigan,2/13/2019,,
PELLICER CREEK,gtmpcnut1.1,1/22/2019 11:55,Sample,W-E8321-MS,Fenuron,0.016,U,ug/L,0.016,0.064,,,1/23/2019 10:15,1/24/2019 18:18,,EPA 8321B,E31780,NELAP,FloridaDEP,RQ-2019-01-14-08,Shannon Dunnigan,2/13/2019,,
PELLICER CREEK,gtmpcnut1.1,1/22/2019 11:55,Sample,W-E8321-MS,Fluridone,8.00E-04,U,ug/L,8.00E-04,0.0032,,,1/23/2019 10:15,1/24/2019 18:18,,EPA 8321B,E31780,NELAP,FloridaDEP,RQ-2019-01-14-08,Shannon Dunnigan,2/13/2019,,
PELLICER CREEK,gtmpcnut1.1,1/22/2019 11:55,Sample,W-E8321-MS,Hydrocodone,0.002,U,ug/L,0.002,0.008,,,1/23/2019 10:15,1/24/2019 18:18,,EPA 8321B,E31780,NELAP,FloridaDEP,RQ-2019-01-14-08,Shannon Dunnigan,2/13/2019,,
PELLICER CREEK,gtmpcnut1.1,1/22/2019 11:55,Sample,W-E8321-MS,Ibuprofen,0.02,U,ug/L,0.02,0.08,,,1/23/2019 10:15,1/24/2019 18:18,,EPA 8321B,E31780,NELAP,FloridaDEP,RQ-2019-01-14-08,Shannon Dunnigan,2/13/2019,,
PELLICER CREEK,gtmpcnut1.1,1/22/2019 11:55,Sample,W-E8321-MS,Imazapyr,0.12,,ug/L,0.004,0.016,,,1/23/2019 10:15,1/24/2019 18:18,,EPA 8321B,E31780,NELAP,FloridaDEP,RQ-2019-01-14-08,Shannon Dunnigan,2/13/2019,,
PELLICER CREEK,gtmpcnut1.1,1/22/2019 11:55,Sample,W-E8321-MS,Imidacloprid,0.0026,I,ug/L,0.002,0.008,,,1/23/2019 10:15,1/24/2019 18:18,,EPA 8321B,E31780,NELAP,FloridaDEP,RQ-2019-01-14-08,Shannon Dunnigan,2/13/2019,,
PELLICER CREEK,gtmpcnut1.1,1/22/2019 11:55,Sample,W-E8321-MS,Linuron,0.004,U,ug/L,0.004,0.016,,,1/23/2019 10:15,1/24/2019 18:18,,EPA 8321B,E31780,NELAP,FloridaDEP,RQ-2019-01-14-08,Shannon Dunnigan,2/13/2019,,
PELLICER CREEK,gtmpcnut1.1,1/22/2019 11:55,Sample,W-E8321-MS,MCPP,0.002,U,ug/L,0.002,0.008,,,1/23/2019 10:15,1/24/2019 18:18,,EPA 8321B,E31780,NELAP,FloridaDEP,RQ-2019-01-14-08,Shannon Dunnigan,2/13/2019,,
PELLICER CREEK,gtmpcnut1.1,1/22/2019 11:55,Sample,W-E8321-MS,Naproxen,0.008,U,ug/L,0.008,0.032,,,1/23/2019 10:15,1/24/2019 18:18,,EPA 8321B,E31780,NELAP,FloridaDEP,RQ-2019-01-14-08,Shannon Dunnigan,2/13/2019,,
PELLICER CREEK,gtmpcnut1.1,1/22/2019 11:55,Sample,W-E8321-MS,Primidone,0.004,U,ug/L,0.004,0.016,,,1/23/2019 10:15,1/24/2019 18:18,,EPA 8321B,E31780,NELAP,FloridaDEP,RQ-2019-01-14-08,Shannon Dunnigan,2/13/2019,,
PELLICER CREEK,gtmpcnut1.1,1/22/2019 11:55,Sample,W-E8321-MS,Pyraclostrobin,0.002,U,ug/L,0.002,0.008,,,1/23/2019 10:15,1/24/2019 18:18,,EPA 8321B,E31780,NELAP,FloridaDEP,RQ-2019-01-14-08,Shannon Dunnigan,2/13/2019,,
PELLICER CREEK,gtmpcnut1.1,1/22/2019 11:55,Sample,W-E8321-MS,Triclopyr,0.004,U,ug/L,0.004,0.016,,,1/23/2019 10:15,1/24/2019 18:18,,EPA 8321B,E31780,NELAP,FloridaDEP,RQ-2019-01-14-08,Shannon Dunnigan,2/13/2019,,
PELLICER CREEK,gtmpcnut1.1,1/22/2019 11:55,Sample,W-DOC,Organic Carbon,12,,mg C/L,1,2,,,1/23/2019 10:15,1/24/2019 22:20,,SM 5310 B-00,E31780,NELAP,FloridaDEP,RQ-2019-01-14-08,Shannon Dunnigan,2/13/2019,,
PELLICER CREEK,gtmpcnut1.1,1/22/2019 11:55,Sample,W-TSS,TSS,36,,mg/L,3,10,,,1/23/2019 10:15,1/25/2019 14:17,,SM 2540 D-97,E31780,NELAP,FloridaDEP,RQ-2019-01-14-08,Shannon Dunnigan,2/13/2019,,
PELLICER CREEK,gtmpcnut1.1,1/22/2019 11:55,Sample,W-NH3-F,Ammonia-N,0.008,,mg N/L,0.002,0.005,,,1/23/2019 10:15,1/28/2019 11:05,,EPA 350.1 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-01-14-08,Shannon Dunnigan,2/13/2019,,
PELLICER CREEK,gtmpcnut1.1,1/22/2019 11:55,Sample,W-TKN-F,"Kjeldahl Nitrogen, filtered",0.36,I,mg N/L,0.16,0.4,,,1/23/2019 10:15,1/28/2019 12:05,,EPA 351.2 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-01-14-08,Shannon Dunnigan,2/13/2019,,
PELLICER CREEK,gtmpcnut1.1,1/22/2019 11:55,Sample,W-TKN,Kjeldahl Nitrogen,0.73,,mg N/L,0.16,0.4,,,1/23/2019 10:15,1/28/2019 12:50,,EPA 351.2 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-01-14-08,Shannon Dunnigan,2/13/2019,,
PELLICER CREEK,gtmpcnut1.1,1/22/2019 11:55,Sample,W-S-A-TP,Total-P,0.077,,mg P/L,0.004,0.01,,,1/23/2019 10:15,1/28/2019 16:35,,EPA 365.1 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-01-14-08,Shannon Dunnigan,2/13/2019,,
PELLICER CREEK,gtmpcnut1.1,1/22/2019 11:55,Sample,W-E8321-21,Sucralose,0.062,,ug/L,0.01,0.04,,,1/23/2019 10:15,2/5/2019 15:10,,EPA 8321B,E31780,NELAP,FloridaDEP,RQ-2019-01-14-08,Shannon Dunnigan,2/13/2019,,
PELLICER CREEK,gtmpcnut1.2,1/22/2019 11:58,Sample,W-PO4-F,O-Phosphate-P,0.022,,mg P/L,0.004,0.01,,,1/23/2019 10:15,1/23/2019 12:13,,EPA 365.1 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-01-14-08,Shannon Dunnigan,2/13/2019,,
PELLICER CREEK,gtmpcnut1.2,1/22/2019 11:58,Sample,W-NO2-F,Nitrite-N,0.002,U,mg N/L,0.002,0.005,,,1/23/2019 10:15,1/23/2019 20:33,,EPA 353.2 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-01-14-08,Shannon Dunnigan,2/13/2019,,
PELLICER CREEK,gtmpcnut1.2,1/22/2019 11:58,Sample,W-NO3-F,Nitrate-N,0.004,I,mg N/L,0.004,0.01,,,1/23/2019 10:15,1/23/2019 20:33,,EPA 353.2 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-01-14-08,Shannon Dunnigan,2/13/2019,,
PELLICER CREEK,gtmpcnut1.2,1/22/2019 11:58,Sample,W-NO2NO3-F,NO2NO3-N,0.005,I,mg N/L,0.004,0.01,,,1/23/2019 10:15,1/24/2019 10:58,,EPA 353.2 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-01-14-08,Shannon Dunnigan,2/13/2019,,
PELLICER CREEK,gtmpcnut1.2,1/22/2019 11:58,Sample,FCOLI-MF,Fecal Coliforms-Membrane Filter,28,BQ,cfu/100 mL,2,2,,,1/23/2019 10:15,1/24/2019 13:15,,SM 9222 D,E31780,NELAP,FloridaDEP,RQ-2019-01-14-08,Shannon Dunnigan,2/13/2019,,
PELLICER CREEK,gtmpcnut1.2,1/22/2019 11:58,Sample,W-DOC,Organic Carbon,12,,mg C/L,1,2,,,1/23/2019 10:15,1/24/2019 22:32,,SM 5310 B-00,E31780,NELAP,FloridaDEP,RQ-2019-01-14-08,Shannon Dunnigan,2/13/2019,,
PELLICER CREEK,gtmpcnut1.2,1/22/2019 11:58,Sample,W-TSS,TSS,38,,mg/L,3,10,,,1/23/2019 10:15,1/25/2019 14:17,,SM 2540 D-97,E31780,NELAP,FloridaDEP,RQ-2019-01-14-08,Shannon Dunnigan,2/13/2019,,
PELLICER CREEK,gtmpcnut1.2,1/22/2019 11:58,Sample,W-NH3-F,Ammonia-N,0.009,,mg N/L,0.002,0.005,,,1/23/2019 10:15,1/28/2019 11:07,,EPA 350.1 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-01-14-08,Shannon Dunnigan,2/13/2019,,
PELLICER CREEK,gtmpcnut1.2,1/22/2019 11:58,Sample,W-TKN-F,"Kjeldahl Nitrogen, filtered",0.41,,mg N/L,0.16,0.4,,,1/23/2019 10:15,1/28/2019 12:06,,EPA 351.2 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-01-14-08,Shannon Dunnigan,2/13/2019,,
PELLICER CREEK,gtmpcnut1.2,1/22/2019 11:58,Sample,W-TKN,Kjeldahl Nitrogen,0.64,,mg N/L,0.16,0.4,,,1/23/2019 10:15,1/28/2019 12:58,,EPA 351.2 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-01-14-08,Shannon Dunnigan,2/13/2019,,
PELLICER CREEK,gtmpcnut1.2,1/22/2019 11:58,Sample,W-S-A-TP,Total-P,0.082,,mg P/L,0.004,0.01,,,1/23/2019 10:15,1/28/2019 16:43,,EPA 365.1 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-01-14-08,Shannon Dunnigan,2/13/2019,,
PELLICER CREEK,gtmpcnut2.1,1/21/2019 9:30,Sample,W-PO4-F,O-Phosphate-P,0.029,Q,mg P/L,0.004,0.01,,,1/23/2019 10:15,1/23/2019 12:01,O-Phosphate-P: The sample expired prior to receipt.,EPA 365.1 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-01-14-08,Shannon Dunnigan,2/13/2019,,
PELLICER CREEK,gtmpcnut2.1,1/21/2019 9:30,Sample,W-NO2-F,Nitrite-N,0.004,IQ,mg N/L,0.002,0.005,,,1/23/2019 10:15,1/23/2019 20:34,Nitrite-N:  The sample expired prior to receipt.,EPA 353.2 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-01-14-08,Shannon Dunnigan,2/13/2019,,
PELLICER CREEK,gtmpcnut2.1,1/21/2019 9:30,Sample,W-NO3-F,Nitrate-N,0.016,Q,mg N/L,0.004,0.01,,,1/23/2019 10:15,1/23/2019 20:34,Nitrate-N: The sample expired prior to receipt.,EPA 353.2 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-01-14-08,Shannon Dunnigan,2/13/2019,,
PELLICER CREEK,gtmpcnut2.1,1/21/2019 9:30,Sample,W-NO2NO3-F,NO2NO3-N,0.02,,mg N/L,0.004,0.01,,,1/23/2019 10:15,1/24/2019 10:59,,EPA 353.2 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-01-14-08,Shannon Dunnigan,2/13/2019,,
PELLICER CREEK,gtmpcnut2.1,1/21/2019 9:30,Sample,W-DOC,Organic Carbon,17,,mg C/L,1,2,,,1/23/2019 10:15,1/24/2019 23:21,,SM 5310 B-00,E31780,NELAP,FloridaDEP,RQ-2019-01-14-08,Shannon Dunnigan,2/13/2019,,
PELLICER CREEK,gtmpcnut2.1,1/21/2019 9:30,Sample,W-TSS,TSS,25,,mg/L,3,10,,,1/23/2019 10:15,1/25/2019 14:17,,SM 2540 D-97,E31780,NELAP,FloridaDEP,RQ-2019-01-14-08,Shannon Dunnigan,2/13/2019,,
PELLICER CREEK,gtmpcnut2.1,1/21/2019 9:30,Sample,W-NH3-F,Ammonia-N,0.03,,mg N/L,0.002,0.005,,,1/23/2019 10:15,1/28/2019 11:08,,EPA 350.1 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-01-14-08,Shannon Dunnigan,2/13/2019,,
PELLICER CREEK,gtmpcnut2.1,1/21/2019 9:30,Sample,W-TKN-F,"Kjeldahl Nitrogen, filtered",0.63,,mg N/L,0.16,0.4,,,1/23/2019 10:15,1/28/2019 13:00,,EPA 351.2 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-01-14-08,Shannon Dunnigan,2/13/2019,,
PELLICER CREEK,gtmpcnut2.1,1/21/2019 9:30,Sample,W-TKN,Kjeldahl Nitrogen,0.64,,mg N/L,0.16,0.4,,,1/23/2019 10:15,1/28/2019 13:01,,EPA 351.2 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-01-14-08,Shannon Dunnigan,2/13/2019,,
PELLICER CREEK,gtmpcnut2.1,1/21/2019 9:30,Sample,W-S-A-TP,Total-P,0.079,,mg P/L,0.004,0.01,,,1/23/2019 10:15,1/28/2019 16:44,,EPA 365.1 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-01-14-08,Shannon Dunnigan,2/13/2019,,
PELLICER CREEK,gtmpcnut2.2,1/21/2019 12:00,Sample,W-PO4-F,O-Phosphate-P,0.017,,mg P/L,0.004,0.01,,,1/23/2019 10:15,1/23/2019 11:43,,EPA 365.1 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-01-14-08,Shannon Dunnigan,2/13/2019,,
PELLICER CREEK,gtmpcnut2.2,1/21/2019 12:00,Sample,W-NO2-F,Nitrite-N,0.002,UQ,mg N/L,0.002,0.005,,,1/23/2019 10:15,1/23/2019 19:50,Nitrite-N:  The sample expired upon receipt.,EPA 353.2 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-01-14-08,Shannon Dunnigan,2/13/2019,,
PELLICER CREEK,gtmpcnut2.2,1/21/2019 12:00,Sample,W-NO3-F,Nitrate-N,0.015,Q,mg N/L,0.004,0.01,,,1/23/2019 10:15,1/23/2019 19:50,Nitrate-N: The sample expired upon receipt.,EPA 353.2 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-01-14-08,Shannon Dunnigan,2/13/2019,,
PELLICER CREEK,gtmpcnut2.2,1/21/2019 12:00,Sample,FCOLI-MF,Fecal Coliforms-Membrane Filter,25,BQ,cfu/100 mL,2,2,,,1/23/2019 10:15,1/24/2019 9:55,Laboratory duplicate result is 20 B.  Precision data for this duplicate is unavailable due to the colony count falling outside of method acceptable range.,SM 9222 D,E31780,NELAP,FloridaDEP,RQ-2019-01-14-08,Shannon Dunnigan,2/13/2019,,
PELLICER CREEK,gtmpcnut2.2,1/21/2019 12:00,Sample,W-NO2NO3-F,NO2NO3-N,0.017,,mg N/L,0.004,0.01,,,1/23/2019 10:15,1/24/2019 11:00,,EPA 353.2 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-01-14-08,Shannon Dunnigan,2/13/2019,,
